"longitude (degree: E+, W-)","latitude (degree: N+, S-)",Level 3p (pieces/km2),Level 3w1 (g/km2),Level 3w2 (g/km2)
,,-9999: No data,,
-7.5,-1,-9999,-9999,-9999
-2.5,-1,-9999,-9999,-9999
2.5,-1,-9999,-9999,-9999
7.5,-1,-9999,-9999,-9999
12.5,-1,-9999,-9999,-9999
17.5,-1,-9999,-9999,-9999
22.5,-1,-9999,-9999,-9999
27.5,-1,-9999,-9999,-9999
32.5,-1,-9999,-9999,-9999
37.5,-1,-9999,-9999,-9999
42.5,-1,-9999,-9999,-9999
47.5,-1,-9999,-9999,-9999
52.5,-1,-9999,-9999,-9999
57.5,-1,-9999,-9999,-9999
62.5,-1,-9999,-9999,-9999
67.5,-1,-9999,-9999,-9999
72.5,-1,-9999,-9999,-9999
77.5,-1,-9999,-9999,-9999
82.5,-1,-9999,-9999,-9999
87.5,-1,-9999,-9999,-9999
92.5,-1,-9999,-9999,-9999
97.5,-1,-9999,-9999,-9999
102.5,-1,-9999,-9999,-9999
107.5,-1,-9999,-9999,-9999
112.5,-1,-9999,-9999,-9999
117.5,-1,-9999,-9999,-9999
122.5,-1,-9999,-9999,-9999
127.5,-1,-9999,-9999,-9999
132.5,-1,-9999,-9999,-9999
137.5,-1,-9999,-9999,-9999
142.5,-1,17251,407.09,20.949
147.5,-1,22758,537.1,27.58
152.5,-1,17630,416,21.559
157.5,-1,-9999,-9999,-9999
162.5,-1,-9999,-9999,-9999
167.5,-1,-9999,-9999,-9999
172.5,-1,-9999,-9999,-9999
177.5,-1,-9999,-9999,-9999
-177.5,1,-9999,-9999,-9999
-172.5,1,6226.2,147.61,6.7994
-167.5,1,11181,265.06,12.233
-162.5,1,4503.6,106.79,5.0876
-157.5,1,-9999,-9999,-9999
-152.5,1,-9999,-9999,-9999
-147.5,1,-9999,-9999,-9999
-142.5,1,448.45,10.602,0.25025
-137.5,1,581.88,13.749,0.31346
-132.5,1,379.78,8.9811,0.18216
-127.5,1,43.645,1.0325,2.30E-02
-122.5,1,-9999,-9999,-9999
-117.5,1,0.00E+00,0.00E+00,0.00E+00
-112.5,1,-9999,-9999,-9999
-107.5,1,-9999,-9999,-9999
-102.5,1,0.00E+00,0.00E+00,0.00E+00
-97.5,1,0.00E+00,0.00E+00,0.00E+00
-92.5,1,111.07,2.6307,5.67E-02
-87.5,1,182.89,4.3316,9.33E-02
-82.5,1,181.86,4.3071,9.28E-02
-77.5,1,-9999,-9999,-9999
-72.5,1,-9999,-9999,-9999
-67.5,1,-9999,-9999,-9999
-62.5,1,-9999,-9999,-9999
-57.5,1,-9999,-9999,-9999
-52.5,1,-9999,-9999,-9999
-47.5,1,-9999,-9999,-9999
-42.5,1,-9999,-9999,-9999
-37.5,1,-9999,-9999,-9999
-32.5,1,34503,814.86,45.331
-27.5,1,53212,1256.9,69.246
-22.5,1,46121,1089.2,60.595
-17.5,1,-9999,-9999,-9999
-12.5,1,-9999,-9999,-9999
-7.5,1,-9999,-9999,-9999
-2.5,1,-9999,-9999,-9999
2.5,1,-9999,-9999,-9999
7.5,1,-9999,-9999,-9999
12.5,1,-9999,-9999,-9999
17.5,1,-9999,-9999,-9999
22.5,1,-9999,-9999,-9999
27.5,1,-9999,-9999,-9999
32.5,1,-9999,-9999,-9999
37.5,1,-9999,-9999,-9999
42.5,1,-9999,-9999,-9999
47.5,1,-9999,-9999,-9999
52.5,1,-9999,-9999,-9999
57.5,1,-9999,-9999,-9999
62.5,1,-9999,-9999,-9999
67.5,1,-9999,-9999,-9999
72.5,1,-9999,-9999,-9999
77.5,1,-9999,-9999,-9999
82.5,1,-9999,-9999,-9999
87.5,1,-9999,-9999,-9999
92.5,1,-9999,-9999,-9999
97.5,1,-9999,-9999,-9999
102.5,1,-9999,-9999,-9999
107.5,1,-9999,-9999,-9999
112.5,1,-9999,-9999,-9999
117.5,1,-9999,-9999,-9999
122.5,1,-9999,-9999,-9999
127.5,1,-9999,-9999,-9999
132.5,1,-9999,-9999,-9999
137.5,1,-9999,-9999,-9999
142.5,1,37225,879.22,44.936
147.5,1,41596,982.3,49.897
152.5,1,24916,588.29,29.675
157.5,1,-9999,-9999,-9999
162.5,1,-9999,-9999,-9999
167.5,1,-9999,-9999,-9999
172.5,1,-9999,-9999,-9999
177.5,1,-9999,-9999,-9999
-177.5,3,-9999,-9999,-9999
-172.5,3,14793,350.71,16.155
-167.5,3,22933,543.59,24.715
-162.5,3,11590,274.83,12.892
-157.5,3,962.97,22.814,0.97301
-152.5,3,-9999,-9999,-9999
-147.5,3,-9999,-9999,-9999
-142.5,3,514.97,12.165,0.30337
-137.5,3,678.54,16.021,0.39382
-132.5,3,415.67,9.8298,0.194
-127.5,3,173.83,4.1128,8.82E-02
-122.5,3,-9999,-9999,-9999
-117.5,3,0.00E+00,0.00E+00,0.00E+00
-112.5,3,0.00E+00,0.00E+00,0.00E+00
-107.5,3,-9999,-9999,-9999
-102.5,3,-9999,-9999,-9999
-97.5,3,0.00E+00,0.00E+00,0.00E+00
-92.5,3,400.41,9.4846,0.20187
-87.5,3,-9999,-9999,-9999
-82.5,3,301.85,7.1489,0.15312
-77.5,3,-9999,-9999,-9999
-72.5,3,-9999,-9999,-9999
-67.5,3,-9999,-9999,-9999
-62.5,3,-9999,-9999,-9999
-57.5,3,-9999,-9999,-9999
-52.5,3,-9999,-9999,-9999
-47.5,3,-9999,-9999,-9999
-42.5,3,-9999,-9999,-9999
-37.5,3,-9999,-9999,-9999
-32.5,3,37005,873.95,48.618
-27.5,3,60341,1425.1,79.278
-22.5,3,53495,1263.4,70.284
-17.5,3,-9999,-9999,-9999
-12.5,3,-9999,-9999,-9999
-7.5,3,-9999,-9999,-9999
-2.5,3,-9999,-9999,-9999
2.5,3,-9999,-9999,-9999
7.5,3,-9999,-9999,-9999
12.5,3,-9999,-9999,-9999
17.5,3,-9999,-9999,-9999
22.5,3,-9999,-9999,-9999
27.5,3,-9999,-9999,-9999
32.5,3,-9999,-9999,-9999
37.5,3,-9999,-9999,-9999
42.5,3,-9999,-9999,-9999
47.5,3,-9999,-9999,-9999
52.5,3,-9999,-9999,-9999
57.5,3,-9999,-9999,-9999
62.5,3,-9999,-9999,-9999
67.5,3,-9999,-9999,-9999
72.5,3,-9999,-9999,-9999
77.5,3,653.22,15.461,0.32338
82.5,3,982.14,23.241,0.47933
87.5,3,2019,47.792,1.3986
92.5,3,4355.5,103.11,3.3657
97.5,3,3146.1,74.461,2.2931
102.5,3,-9999,-9999,-9999
107.5,3,-9999,-9999,-9999
112.5,3,-9999,-9999,-9999
117.5,3,-9999,-9999,-9999
122.5,3,-9999,-9999,-9999
127.5,3,-9999,-9999,-9999
132.5,3,-9999,-9999,-9999
137.5,3,31298,739.15,39.869
142.5,3,58120,1373.1,71.263
147.5,3,65596,1549.6,80.065
152.5,3,39797,940.08,48.333
157.5,3,-9999,-9999,-9999
162.5,3,-9999,-9999,-9999
167.5,3,-9999,-9999,-9999
172.5,3,-9999,-9999,-9999
177.5,3,-9999,-9999,-9999
-177.5,5,-9999,-9999,-9999
-172.5,5,17805,422.11,19.444
-167.5,5,24397,578.06,24.779
-162.5,5,12889,305.44,13.364
-157.5,5,1503.3,35.588,1.3116
-152.5,5,-9999,-9999,-9999
-147.5,5,1154.1,27.341,0.83615
-142.5,5,615.7,14.536,0.31822
-137.5,5,721.86,17.044,0.42166
-132.5,5,753.14,17.826,0.38683
-127.5,5,628.4,14.881,0.33554
-122.5,5,24.218,0.57179,1.45E-02
-117.5,5,94.215,2.2346,5.47E-02
-112.5,5,-9999,-9999,-9999
-107.5,5,-9999,-9999,-9999
-102.5,5,-9999,-9999,-9999
-97.5,5,12952,306.71,15.52
-92.5,5,5060,119.72,4.7158
-87.5,5,2038.7,48.265,1.6336
-82.5,5,-9999,-9999,-9999
-77.5,5,-9999,-9999,-9999
-72.5,5,-9999,-9999,-9999
-67.5,5,-9999,-9999,-9999
-62.5,5,-9999,-9999,-9999
-57.5,5,-9999,-9999,-9999
-52.5,5,-9999,-9999,-9999
-47.5,5,-9999,-9999,-9999
-42.5,5,-9999,-9999,-9999
-37.5,5,-9999,-9999,-9999
-32.5,5,22972,542.54,30.182
-27.5,5,37606,888.15,49.408
-22.5,5,33141,782.7,43.542
-17.5,5,-9999,-9999,-9999
-12.5,5,-9999,-9999,-9999
-7.5,5,-9999,-9999,-9999
-2.5,5,-9999,-9999,-9999
2.5,5,-9999,-9999,-9999
7.5,5,-9999,-9999,-9999
12.5,5,-9999,-9999,-9999
17.5,5,-9999,-9999,-9999
22.5,5,-9999,-9999,-9999
27.5,5,-9999,-9999,-9999
32.5,5,-9999,-9999,-9999
37.5,5,-9999,-9999,-9999
42.5,5,-9999,-9999,-9999
47.5,5,-9999,-9999,-9999
52.5,5,-9999,-9999,-9999
57.5,5,-9999,-9999,-9999
62.5,5,-9999,-9999,-9999
67.5,5,-9999,-9999,-9999
72.5,5,-9999,-9999,-9999
77.5,5,871.73,20.632,0.42772
82.5,5,1305.1,30.882,0.63413
87.5,5,2857.7,67.65,1.9751
92.5,5,6764.2,160.12,5.1483
97.5,5,5187.8,122.78,3.7308
102.5,5,1606.8,38.018,0.99116
107.5,5,-9999,-9999,-9999
112.5,5,-9999,-9999,-9999
117.5,5,-9999,-9999,-9999
122.5,5,-9999,-9999,-9999
127.5,5,-9999,-9999,-9999
132.5,5,-9999,-9999,-9999
137.5,5,-9999,-9999,-9999
142.5,5,60129,1420.8,74.614
147.5,5,68338,1614.7,84.507
152.5,5,41855,988.91,51.565
157.5,5,-9999,-9999,-9999
162.5,5,-9999,-9999,-9999
167.5,5,-9999,-9999,-9999
172.5,5,-9999,-9999,-9999
177.5,5,-9999,-9999,-9999
-177.5,7,-9999,-9999,-9999
-172.5,7,3281.6,77.528,2.7717
-167.5,7,22924,542.78,22.885
-162.5,7,9661,228.64,9.023
-157.5,7,1575.4,37.273,1.1161
-152.5,7,2742.1,64.916,1.913
-147.5,7,2378.2,56.327,1.7104
-142.5,7,1113.1,26.322,0.63502
-137.5,7,442,10.444,0.27342
-132.5,7,562.3,13.308,0.26464
-127.5,7,1086.9,25.713,0.60517
-122.5,7,438.3,10.362,0.22633
-117.5,7,603.09,14.28,0.32368
-112.5,7,361.61,8.5802,0.12915
-107.5,7,250.03,5.9334,0.12074
-102.5,7,92296,2184.2,143.8
-97.5,7,86884,2056.3,130.87
-92.5,7,20002,473.44,21.824
-87.5,7,6948.2,164.41,6.4284
-82.5,7,-9999,-9999,-9999
-77.5,7,321.95,7.6109,0.18026
-72.5,7,-9999,-9999,-9999
-67.5,7,799.48,18.921,0.5219
-62.5,7,967.14,22.884,0.60934
-57.5,7,256.44,6.0604,0.12236
-52.5,7,-9999,-9999,-9999
-47.5,7,-9999,-9999,-9999
-42.5,7,-9999,-9999,-9999
-37.5,7,-9999,-9999,-9999
-32.5,7,2704.4,63.86,2.2612
-27.5,7,4391.4,103.7,3.6718
-22.5,7,3903.5,92.176,3.2639
-17.5,7,-9999,-9999,-9999
-12.5,7,-9999,-9999,-9999
-7.5,7,-9999,-9999,-9999
-2.5,7,-9999,-9999,-9999
2.5,7,-9999,-9999,-9999
7.5,7,-9999,-9999,-9999
12.5,7,-9999,-9999,-9999
17.5,7,-9999,-9999,-9999
22.5,7,-9999,-9999,-9999
27.5,7,-9999,-9999,-9999
32.5,7,-9999,-9999,-9999
37.5,7,-9999,-9999,-9999
42.5,7,-9999,-9999,-9999
47.5,7,-9999,-9999,-9999
52.5,7,-9999,-9999,-9999
57.5,7,-9999,-9999,-9999
62.5,7,-9999,-9999,-9999
67.5,7,-9999,-9999,-9999
72.5,7,-9999,-9999,-9999
77.5,7,823.45,19.488,0.40338
82.5,7,1096.7,25.951,0.51301
87.5,7,2830.4,67.002,1.9501
92.5,7,6846.3,162.06,5.1045
97.5,7,5164.7,122.22,3.5733
102.5,7,1810.1,42.827,1.097
107.5,7,-9999,-9999,-9999
112.5,7,-9999,-9999,-9999
117.5,7,-9999,-9999,-9999
122.5,7,-9999,-9999,-9999
127.5,7,-9999,-9999,-9999
132.5,7,-9999,-9999,-9999
137.5,7,-9999,-9999,-9999
142.5,7,42108,994.86,52.78
147.5,7,47689,1126.8,59.603
152.5,7,31160,735.92,39.761
157.5,7,-9999,-9999,-9999
162.5,7,-9999,-9999,-9999
167.5,7,-9999,-9999,-9999
172.5,7,-9999,-9999,-9999
177.5,7,-9999,-9999,-9999
-177.5,9,-9999,-9999,-9999
-172.5,9,582.9,13.749,0.13849
-167.5,9,11726,277.38,11.066
-162.5,9,7756,183.52,7.4039
-157.5,9,902.36,21.338,0.55234
-152.5,9,2770.7,65.599,2.0069
-147.5,9,1918.3,45.397,1.0809
-142.5,9,4052.4,95.91,2.8892
-137.5,9,742.01,17.579,0.29738
-132.5,9,895.94,21.182,0.35689
-127.5,9,1210,28.599,0.46378
-122.5,9,1270.7,30.059,0.73944
-117.5,9,1948.2,46.083,1.2334
-112.5,9,16846,398.81,19.791
-107.5,9,64475,1525.8,90.584
-102.5,9,135340,3202.5,205.8
-97.5,9,127010,3005.6,194.6
-92.5,9,32336,765.32,42.576
-87.5,9,4755.2,112.44,3.8432
-82.5,9,-9999,-9999,-9999
-77.5,9,304.17,7.1918,0.17748
-72.5,9,11119,262.5,14.424
-67.5,9,4253.9,100.37,5.9386
-62.5,9,-9999,-9999,-9999
-57.5,9,-9999,-9999,-9999
-52.5,9,108.63,2.5592,4.19E-02
-47.5,9,-9999,-9999,-9999
-42.5,9,-9999,-9999,-9999
-37.5,9,-9999,-9999,-9999
-32.5,9,5429.3,128.21,4.5396
-27.5,9,14369,339.76,13.091
-22.5,9,12771,301.98,11.636
-17.5,9,-9999,-9999,-9999
-12.5,9,-9999,-9999,-9999
-7.5,9,-9999,-9999,-9999
-2.5,9,-9999,-9999,-9999
2.5,9,-9999,-9999,-9999
7.5,9,-9999,-9999,-9999
12.5,9,-9999,-9999,-9999
17.5,9,-9999,-9999,-9999
22.5,9,-9999,-9999,-9999
27.5,9,-9999,-9999,-9999
32.5,9,-9999,-9999,-9999
37.5,9,-9999,-9999,-9999
42.5,9,-9999,-9999,-9999
47.5,9,-9999,-9999,-9999
52.5,9,-9999,-9999,-9999
57.5,9,-9999,-9999,-9999
62.5,9,-9999,-9999,-9999
67.5,9,-9999,-9999,-9999
72.5,9,-9999,-9999,-9999
77.5,9,-9999,-9999,-9999
82.5,9,757.1,17.915,0.35835
87.5,9,1782,42.182,1.1968
92.5,9,4615.2,109.24,3.3373
97.5,9,2925.2,69.207,1.8254
102.5,9,1359.5,32.169,0.77657
107.5,9,-9999,-9999,-9999
112.5,9,-9999,-9999,-9999
117.5,9,-9999,-9999,-9999
122.5,9,-9999,-9999,-9999
127.5,9,-9999,-9999,-9999
132.5,9,-9999,-9999,-9999
137.5,9,-9999,-9999,-9999
142.5,9,-9999,-9999,-9999
147.5,9,-9999,-9999,-9999
152.5,9,-9999,-9999,-9999
157.5,9,-9999,-9999,-9999
162.5,9,-9999,-9999,-9999
167.5,9,-9999,-9999,-9999
172.5,9,-9999,-9999,-9999
177.5,9,-9999,-9999,-9999
-177.5,11,-9999,-9999,-9999
-172.5,11,362.33,8.5785,0.18475
-167.5,11,7201.7,170.52,6.9622
-162.5,11,4634.1,109.78,4.3241
-157.5,11,737.16,17.455,0.48015
-152.5,11,-9999,-9999,-9999
-147.5,11,4494.3,106.28,3.8592
-142.5,11,10258,242.71,8.8855
-137.5,11,2995.3,70.965,1.839
-132.5,11,2974.4,70.382,2.1434
-127.5,11,2722.8,64.393,1.8644
-122.5,11,278.3,6.5325,-9999
-117.5,11,4258.5,100.72,3.5774
-112.5,11,30898,731.46,36.057
-107.5,11,78201,1851.2,101.29
-102.5,11,129600,3066.6,192.79
-97.5,11,111330,2634.3,171.65
-92.5,11,16734,396.06,23.327
-87.5,11,1570.4,37.128,1.498
-82.5,11,258.63,6.1157,0.16502
-77.5,11,0.00E+00,0.00E+00,0.00E+00
-72.5,11,19375,457.31,24.995
-67.5,11,11084,261.73,13.605
-62.5,11,517.17,12.322,-9999
-57.5,11,1103.8,26.102,0.8636
-52.5,11,187.78,4.4275,0.1608
-47.5,11,-9999,-9999,-9999
-42.5,11,-9999,-9999,-9999
-37.5,11,-9999,-9999,-9999
-32.5,11,15707,371.67,14.908
-27.5,11,24994,591.27,23.464
-22.5,11,22223,525.71,20.864
-17.5,11,11032,261.05,10.473
-12.5,11,-9999,-9999,-9999
-7.5,11,-9999,-9999,-9999
-2.5,11,-9999,-9999,-9999
2.5,11,-9999,-9999,-9999
7.5,11,-9999,-9999,-9999
12.5,11,-9999,-9999,-9999
17.5,11,-9999,-9999,-9999
22.5,11,-9999,-9999,-9999
27.5,11,-9999,-9999,-9999
32.5,11,-9999,-9999,-9999
37.5,11,-9999,-9999,-9999
42.5,11,-9999,-9999,-9999
47.5,11,-9999,-9999,-9999
52.5,11,-9999,-9999,-9999
57.5,11,-9999,-9999,-9999
62.5,11,-9999,-9999,-9999
67.5,11,-9999,-9999,-9999
72.5,11,-9999,-9999,-9999
77.5,11,-9999,-9999,-9999
82.5,11,-9999,-9999,-9999
87.5,11,-9999,-9999,-9999
92.5,11,2564.7,60.704,1.8771
97.5,11,1651.1,39.067,1.0436
102.5,11,-9999,-9999,-9999
107.5,11,-9999,-9999,-9999
112.5,11,-9999,-9999,-9999
117.5,11,-9999,-9999,-9999
122.5,11,-9999,-9999,-9999
127.5,11,85793,2027.7,111.81
132.5,11,84666,2000.7,108.03
137.5,11,73771,1745,108.04
142.5,11,69147,1637.2,120.04
147.5,11,-9999,-9999,-9999
152.5,11,-9999,-9999,-9999
157.5,11,1453.7,34.458,0.87531
162.5,11,1589.2,37.673,0.96438
167.5,11,-9999,-9999,-9999
172.5,11,-9999,-9999,-9999
177.5,11,-9999,-9999,-9999
-177.5,13,-9999,-9999,-9999
-172.5,13,213.99,5.0665,0.10911
-167.5,13,2466.7,58.526,2.343
-162.5,13,4437.3,105.13,3.8176
-157.5,13,1530.6,36.255,1.0546
-152.5,13,494.76,11.769,0.19865
-147.5,13,9693.1,229.36,8.9587
-142.5,13,12732,301.31,11.594
-137.5,13,4507.2,106.78,3.0911
-132.5,13,3134.7,74.128,1.5044
-127.5,13,7408.6,175.11,6.6665
-122.5,13,11924,281.48,11.553
-117.5,13,13503,319.08,14.462
-112.5,13,27886,660.05,32.716
-107.5,13,55444,1312.8,66.137
-102.5,13,79151,1873.1,112.25
-97.5,13,51782,1225,79.68
-92.5,13,-9999,-9999,-9999
-87.5,13,-9999,-9999,-9999
-82.5,13,-9999,-9999,-9999
-77.5,13,2455.9,57.67,3.5299
-72.5,13,19288,455.7,23.142
-67.5,13,11684,276.08,12.726
-62.5,13,4325.8,102.37,3.3197
-57.5,13,2544,60.228,1.9852
-52.5,13,-9999,-9999,-9999
-47.5,13,-9999,-9999,-9999
-42.5,13,-9999,-9999,-9999
-37.5,13,-9999,-9999,-9999
-32.5,13,15962,377.74,15.376
-27.5,13,26326,622.81,24.912
-22.5,13,23400,553.58,22.145
-17.5,13,11980,283.48,11.499
-12.5,13,-9999,-9999,-9999
-7.5,13,-9999,-9999,-9999
-2.5,13,-9999,-9999,-9999
2.5,13,-9999,-9999,-9999
7.5,13,-9999,-9999,-9999
12.5,13,-9999,-9999,-9999
17.5,13,-9999,-9999,-9999
22.5,13,-9999,-9999,-9999
27.5,13,-9999,-9999,-9999
32.5,13,-9999,-9999,-9999
37.5,13,-9999,-9999,-9999
42.5,13,-9999,-9999,-9999
47.5,13,-9999,-9999,-9999
52.5,13,-9999,-9999,-9999
57.5,13,-9999,-9999,-9999
62.5,13,-9999,-9999,-9999
67.5,13,-9999,-9999,-9999
72.5,13,-9999,-9999,-9999
77.5,13,-9999,-9999,-9999
82.5,13,-9999,-9999,-9999
87.5,13,-9999,-9999,-9999
92.5,13,-9999,-9999,-9999
97.5,13,-9999,-9999,-9999
102.5,13,-9999,-9999,-9999
107.5,13,-9999,-9999,-9999
112.5,13,-9999,-9999,-9999
117.5,13,-9999,-9999,-9999
122.5,13,55600,1313.6,72.318
127.5,13,99815,2358,128.24
132.5,13,99425,2348.6,123.86
137.5,13,159420,3771.7,258.9
142.5,13,169110,4003.7,298.88
147.5,13,108810,2576.1,192.71
152.5,13,971.43,23.022,0.56358
157.5,13,1958.1,46.414,1.1562
162.5,13,2441.7,57.878,1.4622
167.5,13,1586.9,37.617,0.96029
172.5,13,-9999,-9999,-9999
177.5,13,-9999,-9999,-9999
-177.5,15,639.07,15.098,0.37746
-172.5,15,813.07,19.195,0.48563
-167.5,15,1645.8,38.909,1.3004
-162.5,15,4206.8,99.581,3.3208
-157.5,15,1781.4,42.132,0.79803
-152.5,15,7779.4,184.3,7.1645
-147.5,15,14118,334.28,13.373
-142.5,15,6400.4,151.39,5.37
-137.5,15,5156.1,122.25,3.9741
-132.5,15,12189,288.77,12.21
-127.5,15,14799,349.97,14.612
-122.5,15,22998,543.12,22.457
-117.5,15,15302,361.38,16.141
-112.5,15,11742,277.79,12.622
-107.5,15,26480,626.97,30.219
-102.5,15,21220,502.29,24.312
-97.5,15,1314.9,31.069,0.73234
-92.5,15,1729.4,40.878,1.1994
-87.5,15,140.91,3.3695,-9999
-82.5,15,-9999,-9999,-9999
-77.5,15,2743.5,64.836,0.59332
-72.5,15,7382.6,174.52,6.9819
-67.5,15,5864.1,138.71,5.2395
-62.5,15,5429.7,128.47,4.0629
-57.5,15,4541.6,107.51,3.381
-52.5,15,2107.2,49.959,1.4152
-47.5,15,-9999,-9999,-9999
-42.5,15,-9999,-9999,-9999
-37.5,15,-9999,-9999,-9999
-32.5,15,10456,247.28,9.7686
-27.5,15,16725,395.52,15.634
-22.5,15,14860,351.42,13.892
-17.5,15,4228.6,99.838,3.6485
-12.5,15,-9999,-9999,-9999
-7.5,15,-9999,-9999,-9999
-2.5,15,-9999,-9999,-9999
2.5,15,-9999,-9999,-9999
7.5,15,-9999,-9999,-9999
12.5,15,-9999,-9999,-9999
17.5,15,-9999,-9999,-9999
22.5,15,-9999,-9999,-9999
27.5,15,-9999,-9999,-9999
32.5,15,-9999,-9999,-9999
37.5,15,-9999,-9999,-9999
42.5,15,-9999,-9999,-9999
47.5,15,-9999,-9999,-9999
52.5,15,-9999,-9999,-9999
57.5,15,-9999,-9999,-9999
62.5,15,-9999,-9999,-9999
67.5,15,-9999,-9999,-9999
72.5,15,-9999,-9999,-9999
77.5,15,-9999,-9999,-9999
82.5,15,-9999,-9999,-9999
87.5,15,-9999,-9999,-9999
92.5,15,-9999,-9999,-9999
97.5,15,-9999,-9999,-9999
102.5,15,-9999,-9999,-9999
107.5,15,-9999,-9999,-9999
112.5,15,-9999,-9999,-9999
117.5,15,-9999,-9999,-9999
122.5,15,-9999,-9999,-9999
127.5,15,78458,1853.7,97.204
132.5,15,121330,2868.8,164.27
137.5,15,193620,4582.3,312.1
142.5,15,203910,4828.3,348.67
147.5,15,134060,3173.5,233.26
152.5,15,1418.6,33.627,0.80452
157.5,15,2289.1,54.254,1.3141
162.5,15,2339.1,55.434,1.3659
167.5,15,1606.7,38.084,0.95734
172.5,15,-9999,-9999,-9999
177.5,15,-9999,-9999,-9999
-177.5,17,1389.9,32.824,0.81836
-172.5,17,1955.6,46.171,1.1593
-167.5,17,4609.1,109.03,3.4519
-162.5,17,12925,305.99,11.717
-157.5,17,7954.9,188.34,6.711
-152.5,17,7537.3,178.49,6.5519
-147.5,17,18530,438.76,19.664
-142.5,17,10105,239.57,8.9916
-137.5,17,20928,496.05,21.261
-132.5,17,20127,477.02,21.81
-127.5,17,19210,454.82,20.053
-122.5,17,16521,390.06,15.98
-117.5,17,7854.8,185.43,6.8424
-112.5,17,3157.5,74.785,1.7471
-107.5,17,6107.7,144.49,4.7152
-102.5,17,3874.6,91.608,2.8092
-97.5,17,1736.2,41.036,0.99969
-92.5,17,4116.7,97.301,2.9612
-87.5,17,5523.5,130.7,4.0144
-82.5,17,6086.2,144.03,4.3614
-77.5,17,15572,368.55,17.538
-72.5,17,13358,315.9,14.267
-67.5,17,4074.3,96.283,3.168
-62.5,17,5534.2,130.88,3.9995
-57.5,17,5991.5,141.7,4.2989
-52.5,17,7346.6,173.74,6.6738
-47.5,17,8729.5,206.39,8.718
-42.5,17,-9999,-9999,-9999
-37.5,17,-9999,-9999,-9999
-32.5,17,3339,78.833,2.8809
-27.5,17,11156,263.78,9.879
-22.5,17,17762,419.49,17.731
-17.5,17,-9999,-9999,-9999
-12.5,17,-9999,-9999,-9999
-7.5,17,-9999,-9999,-9999
-2.5,17,-9999,-9999,-9999
2.5,17,-9999,-9999,-9999
7.5,17,-9999,-9999,-9999
12.5,17,-9999,-9999,-9999
17.5,17,-9999,-9999,-9999
22.5,17,-9999,-9999,-9999
27.5,17,-9999,-9999,-9999
32.5,17,-9999,-9999,-9999
37.5,17,-9999,-9999,-9999
42.5,17,-9999,-9999,-9999
47.5,17,-9999,-9999,-9999
52.5,17,-9999,-9999,-9999
57.5,17,-9999,-9999,-9999
62.5,17,-9999,-9999,-9999
67.5,17,-9999,-9999,-9999
72.5,17,-9999,-9999,-9999
77.5,17,-9999,-9999,-9999
82.5,17,-9999,-9999,-9999
87.5,17,-9999,-9999,-9999
92.5,17,-9999,-9999,-9999
97.5,17,-9999,-9999,-9999
102.5,17,-9999,-9999,-9999
107.5,17,-9999,-9999,-9999
112.5,17,-9999,-9999,-9999
117.5,17,11810,279.71,11.564
122.5,17,17494,414.34,17.335
127.5,17,58634,1386.5,72.209
132.5,17,100780,2384,127.71
137.5,17,206940,4894.2,327.87
142.5,17,250200,5913.5,437.59
147.5,17,134330,3177.5,223.34
152.5,17,2991.5,70.842,1.8401
157.5,17,3178.9,75.309,1.8745
162.5,17,2257.9,53.511,1.2919
167.5,17,992.7,23.527,0.5743
172.5,17,-9999,-9999,-9999
177.5,17,-9999,-9999,-9999
-177.5,19,1538.5,36.351,0.89056
-172.5,19,6590,155.76,6.6038
-167.5,19,21195,501.57,21.712
-162.5,19,18954,448.66,15.049
-157.5,19,12082,285.96,10.039
-152.5,19,21386,506.46,22.74
-147.5,19,50693,1200.4,60.066
-142.5,19,46003,1089.9,51.51
-137.5,19,28325,671.63,28.605
-132.5,19,27793,658.82,30.046
-127.5,19,17547,415.91,19.138
-122.5,19,2105.7,49.394,0.84344
-117.5,19,4579.9,108.15,4.1899
-112.5,19,2542.1,60.184,1.6706
-107.5,19,3532.5,83.556,2.5532
-102.5,19,1383.6,32.688,0.71592
-97.5,19,1556.9,36.816,0.91852
-92.5,19,8428,199.38,6.5422
-87.5,19,10246,242.43,7.9711
-82.5,19,8588,203.24,7.2376
-77.5,19,19896,470.91,24.839
-72.5,19,18897,446.69,21.747
-67.5,19,16328,386.02,17.278
-62.5,19,16609,393.06,17.014
-57.5,19,4994,118,2.2583
-52.5,19,10542,249.36,9.4656
-47.5,19,26611,629.75,27.304
-42.5,19,25701,608.6,26.833
-37.5,19,-9999,-9999,-9999
-32.5,19,6256.2,148.13,5.6674
-27.5,19,26487,625.37,28.359
-22.5,19,34034,803.61,36.93
-17.5,19,24636,581.44,26.954
-12.5,19,-9999,-9999,-9999
-7.5,19,-9999,-9999,-9999
-2.5,19,-9999,-9999,-9999
2.5,19,-9999,-9999,-9999
7.5,19,-9999,-9999,-9999
12.5,19,-9999,-9999,-9999
17.5,19,-9999,-9999,-9999
22.5,19,-9999,-9999,-9999
27.5,19,-9999,-9999,-9999
32.5,19,-9999,-9999,-9999
37.5,19,-9999,-9999,-9999
42.5,19,-9999,-9999,-9999
47.5,19,-9999,-9999,-9999
52.5,19,-9999,-9999,-9999
57.5,19,-9999,-9999,-9999
62.5,19,-9999,-9999,-9999
67.5,19,-9999,-9999,-9999
