,,Level 3wm (mg/m3),-9999: No data,,,,,,,,,,
-172.5,47,0.117,0.053,0.067,0.054,0.129,0.17,0.168,0.199,0.101,0.05,0.043,0.038
-167.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-162.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,47,0.004,0.003,0.003,0.002,0.006,0.006,0.007,0.006,0.004,0.002,0.002,0.002
-152.5,47,0.006,0.005,0.005,0.004,0.01,0.01,0.013,0.011,0.007,0.004,0.003,0.003
-147.5,47,0.007,0.007,0.006,0.006,0.013,0.012,0.017,0.015,0.009,0.005,0.004,0.004
-142.5,47,0.025,0.029,0.022,0.025,0.053,0.049,0.069,0.06,0.042,0.023,0.017,0.018
-137.5,47,0.051,0.063,0.048,0.057,0.118,0.103,0.138,0.122,0.092,0.049,0.035,0.038
-132.5,47,0.004,0.005,0.004,0.005,0.009,0.008,0.008,0.008,0.007,0.004,0.003,0.003
-127.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-122.5,47,0.097,0.16,0.189,0.302,0.233,0.202,0.181,0.197,0.444,0.226,0.131,0.139
-117.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-112.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-107.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-102.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-97.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-92.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,47,0.6,0.964,1.73,5.682,16.037,7.837,3.716,3.441,2.255,1.7,1.24,0.716
-57.5,47,0.069,0.089,0.182,0.467,0.704,0.56,0.3,0.314,0.251,0.195,0.154,0.091
-52.5,47,0.103,0.129,0.198,0.431,0.701,0.514,0.346,0.436,0.365,0.272,0.228,0.135
-47.5,47,0.035,0.044,0.069,0.127,0.207,0.193,0.181,0.241,0.148,0.104,0.078,0.05
-42.5,47,0.02,0.027,0.044,0.072,0.112,0.11,0.116,0.139,0.074,0.054,0.04,0.027
-37.5,47,0.028,0.036,0.064,0.115,0.17,0.17,0.178,0.222,0.119,0.093,0.06,0.043
-32.5,47,0.051,0.057,0.113,0.201,0.257,0.25,0.248,0.313,0.185,0.141,0.106,0.078
-27.5,47,1.421,1.672,3.01,5.966,6.494,6.366,6.277,7.576,5.042,3.597,2.742,2.046
-22.5,47,2.978,3.784,6.82,12.586,13.231,12.163,11.096,12.93,9.839,7.237,5.232,3.941
-17.5,47,7.315,9.876,19.998,28.742,37.253,32.654,25.624,30.663,26.324,19.67,12.12,9.601
-12.5,47,6.512,9.237,22.684,27.457,39.678,33.66,22.187,28.531,29.079,17.544,9.892,9.172
-7.5,47,4.661,6.344,19.166,17.903,28.694,22.872,15.748,20.753,23.909,13.354,7.518,6.465
-2.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,47,6.019,10.537,19.656,82.312,40.749,40.74,42.041,76.885,137.154,10.413,11.617,6.925
142.5,47,1.92,3.984,11.369,19.385,27.403,31.97,22.301,32.859,68.157,3.375,2.863,2.068
147.5,47,1.212,1.321,2.525,8.377,16.085,19.313,13.335,12.151,9.917,2.614,1.555,1.139
152.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,47,0.053,0.035,0.057,0.071,0.177,0.288,0.339,0.277,0.113,0.048,0.033,0.03
172.5,47,0.166,0.105,0.155,0.16,0.395,0.597,0.64,0.65,0.277,0.126,0.088,0.081
177.5,47,0.168,0.081,0.12,0.11,0.243,0.405,0.394,0.475,0.203,0.096,0.076,0.065
-177.5,49,0.245,0.083,0.084,0.062,0.155,0.227,0.198,0.207,0.096,0.049,0.036,0.042
-172.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-167.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-162.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,49,0.006,0.004,0.004,0.003,0.008,0.007,0.008,0.007,0.004,0.003,0.002,0.002
-152.5,49,0.006,0.005,0.005,0.004,0.011,0.01,0.011,0.009,0.006,0.004,0.003,0.003
-147.5,49,0.006,0.006,0.006,0.005,0.012,0.011,0.013,0.01,0.007,0.004,0.003,0.004
-142.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,49,0.058,0.076,0.056,0.065,0.141,0.115,0.13,0.123,0.081,0.048,0.038,0.042
-132.5,49,0.092,0.133,0.097,0.127,0.225,0.193,0.183,0.187,0.145,0.092,0.069,0.072
-127.5,49,0.109,0.192,0.138,0.232,0.223,0.192,0.146,0.186,0.201,0.227,0.11,0.114
-122.5,49,1.055,1.369,1.412,3.247,5.056,1.94,2.327,2.629,5.056,1.221,0.774,0.904
-117.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-112.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-107.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-102.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-97.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-92.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,49,19.253,31.808,41.762,85.783,120.941,120.941,94.853,80.385,51.15,43.789,30.468,20.521
-62.5,49,0.008,0.011,0.023,0.054,0.473,0.097,0.045,0.041,0.026,0.023,0.015,0.009
-57.5,49,0.029,0.043,0.037,0.144,0.296,0.14,0.087,0.114,0.074,0.064,0.071,0.047
-52.5,49,0.016,0.02,0.029,0.073,0.161,0.113,0.079,0.097,0.065,0.047,0.032,0.022
-47.5,49,0.017,0.022,0.034,0.067,0.113,0.109,0.103,0.121,0.064,0.047,0.031,0.023
-42.5,49,0.011,0.014,0.025,0.043,0.077,0.068,0.066,0.071,0.038,0.031,0.021,0.015
-37.5,49,0.01,0.012,0.023,0.042,0.078,0.062,0.058,0.067,0.036,0.03,0.02,0.014
-32.5,49,0.02,0.025,0.043,0.081,0.121,0.113,0.1,0.114,0.068,0.057,0.038,0.031
-27.5,49,0.516,0.626,1.095,2.058,2.816,2.476,2.166,2.416,1.631,1.353,0.898,0.763
-22.5,49,7.908,9.317,16.804,34.46,38.179,34.484,29.163,31.671,24.28,19.361,12.288,10.029
-17.5,49,8.03,10.22,18.928,35.467,44.252,36.663,27.98,32.167,27.594,21.01,12.425,10.277
-12.5,49,7.817,10.144,22.443,38.707,52.424,37.681,26.887,31.798,30.538,20.42,12.171,10.31
-7.5,49,16.029,22.239,62.751,89.714,121.992,65.477,45.777,52.95,69.846,40.062,25.434,21.263
-2.5,49,10.421,18.075,49.65,75.869,58.923,35.993,23.346,25.342,37.233,22.774,13.556,12.373
2.5,49,1.891,3.028,13.381,32.763,24.933,15.69,13.034,13.322,23.109,14.305,4.182,2.767
7.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,49,0.129,0.064,0.076,0.076,0.193,0.278,0.29,0.25,0.097,0.045,0.033,0.037
177.5,49,0.254,0.086,0.092,0.076,0.181,0.344,0.272,0.275,0.112,0.053,0.04,0.047
-177.5,51,0,0,0,0,0,0,0,0,0,0,0,0
-172.5,51,0.713,0.554,0.648,0.354,0.985,1.116,0.84,0.734,0.379,0.222,0.163,0.303
-167.5,51,2.401,0.633,0.708,0.438,1.132,1.178,0.867,0.748,0.429,0.274,0.214,0.398
-162.5,51,3.207,0.608,0.502,0.472,1.097,1.065,0.843,0.742,0.435,0.305,0.234,0.382
-157.5,51,0.784,0.387,0.369,0.355,0.795,0.75,0.646,0.517,0.337,0.242,0.178,0.244
-152.5,51,0.005,0.004,0.004,0.003,0.008,0.007,0.006,0.005,0.003,0.002,0.002,0.002
-147.5,51,0.002,0.002,0.002,0.002,0.004,0.004,0.004,0.003,0.002,0.001,0.001,0.001
-142.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,51,0.127,0.162,0.133,0.148,0.331,0.297,0.26,0.25,0.156,0.102,0.087,0.095
-132.5,51,0.253,0.366,0.298,0.386,0.72,0.641,0.545,0.569,0.453,0.284,0.232,0.228
-127.5,51,0.535,0.773,0.826,1.024,1.94,1.798,2.21,1.58,5.104,0.962,0.666,1.299
-122.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-117.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-112.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-107.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-102.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-97.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-92.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,51,0.024,0.059,0.069,0.149,0.597,0.257,0.097,0.082,0.053,0.064,0.038,0.028
-52.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,51,0.015,0.019,0.031,0.06,0.099,0.088,0.073,0.075,0.045,0.04,0.025,0.023
-27.5,51,2.373,2.916,4.679,8.91,14.852,11.953,9.594,10.123,6.667,5.806,3.7,3.338
-22.5,51,8.27,9.978,16.773,33.683,47.859,40.553,31.742,31.443,24.375,20.399,12.341,10.816
-17.5,51,8.51,10.741,19.28,41.837,56.482,43.493,32.673,34.201,28.922,23.074,12.95,10.867
-12.5,51,17.98,22.236,45.136,103.183,130.833,94.664,67.455,72.64,68.459,48.901,28.333,23.349
-7.5,51,54.999,81.135,180.217,380.456,370.564,209.537,155.925,173.211,216.576,133.65,90.456,68.573
-2.5,51,73.683,135.945,277.725,521.543,829.59,512.021,342.769,272,410.289,519.123,175.307,96.892
2.5,51,1.367,2.006,6.076,9.562,24.966,9.226,6.968,6.181,7.192,7.387,2.724,1.465
7.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,51,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,53,0.186,0.455,0.687,0.545,1.422,6.027,1.008,0.703,0.388,0.21,0.148,0.531
-172.5,53,0.571,4.796,1.339,1.186,6.215,4.686,2.334,1.531,0.85,0.487,0.353,1.701
-167.5,53,1.461,3.606,1.85,1.279,4.775,3.488,2.096,1.545,0.879,0.596,0.442,1.297
-162.5,53,3.256,2.322,1.334,1.339,3.422,3.253,1.705,1.381,0.82,0.655,0.49,1.156
-157.5,53,4.306,0.97,0.88,0.989,2.038,1.905,1.2,0.927,0.624,0.494,0.351,0.592
-152.5,53,0.575,0.357,0.388,0.394,0.856,0.819,0.568,0.44,0.263,0.221,0.163,0.224
-147.5,53,0,0,0.001,0,0.001,0.001,0.001,0.001,0,0,0,0
-142.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,53,0.024,0.03,0.031,0.032,0.069,0.075,0.054,0.048,0.028,0.019,0.018,0.018
-132.5,53,0.161,0.274,0.253,0.324,0.741,0.869,0.882,0.654,0.7,0.319,0.246,0.321
-127.5,53,0.589,0.866,1.283,1.2,5.938,2.285,2.466,2.591,2.727,1.2,0.841,0.651
-122.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-117.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-112.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-107.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-102.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-97.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-92.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,53,2.043,2.496,3.912,7.953,15.399,14.043,10.242,9.176,5.396,4.672,3.044,2.864
-27.5,53,6.512,7.518,11.807,24.399,47.739,37.088,27.349,25.907,16.831,14.243,9.156,8.647
-22.5,53,10.763,12.418,20.218,46.328,77.828,65.767,48.195,41.939,31.406,27.328,16.631,14.435
-17.5,53,10.3,12.505,21.005,50.469,91.581,60.953,47.363,41.794,33.523,28.35,16.454,13.495
-12.5,53,12.582,16.44,27.951,74.632,112.276,78.661,58.753,55.25,45.339,35.158,21.439,16.744
-7.5,53,45.671,60.285,119.883,309.407,355.071,329.824,200.76,141.064,156.928,129.823,97.08,50.79
-2.5,53,117.648,149.464,255.83,549.16,1405.254,765.637,486.201,391.288,428.628,468.181,215.052,115.684
2.5,53,0.54,0.916,1.986,6.693,8.513,2.615,2.131,1.811,1.481,0.907,0.707,0.575
7.5,53,0.475,0.591,1.212,1.473,5.863,1.347,1.998,1.271,1.392,1.753,0.701,0.311
12.5,53,0.088,0.084,0.152,0.162,1.068,0.232,0.242,0.166,0.338,0.316,0.109,0.053
17.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,53,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
