,,Level 3wm (mg/m3),-9999: No data,,,,,,,,,,
22.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,-11,11.224,39.908,9.329,3.284,1.812,1.294,1.135,1.106,1.179,1.537,2.218,3.424
82.5,-11,28.836,63.334,25.89,11.661,6.855,5.051,4.379,4.326,4.656,6.083,8.246,12.55
87.5,-11,22.313,35.447,21.843,11.871,7.221,5.406,4.602,4.654,5.182,6.503,8.438,12.659
92.5,-11,11.429,16.523,11.029,6.28,3.889,3.034,2.553,2.582,2.798,3.549,4.303,6.978
97.5,-11,16.099,26.928,14.892,7.501,4.551,3.798,3.086,3.124,3.316,4.261,5.163,8.539
102.5,-11,4.822,7.124,3.872,1.477,0.921,0.786,0.639,0.639,0.679,0.872,1.114,2.141
107.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,-11,0.003,0.003,0.01,0.004,0.002,0.002,0.002,0.002,0.004,0.006,0.011,0.006
127.5,-11,0.002,0.002,0.006,0.004,0.002,0.001,0.001,0.002,0.007,0.012,0.067,0.005
132.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,-11,0.048,0.045,0.335,0.039,0.022,0.018,0.019,0.025,0.038,0.047,0.097,0.209
142.5,-11,1.049,0.743,1.682,0.156,0.106,0.094,0.093,0.101,0.112,0.14,0.227,0.678
147.5,-11,0.223,0.147,3.681,0.047,0.031,0.026,0.025,0.027,0.03,0.037,0.059,0.156
152.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,-11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,-9,0.07,0.075,0.076,0.071,0.053,0.035,0.03,0.032,0.033,0.049,0.065,0.077
-172.5,-9,0.075,0.084,0.088,0.085,0.066,0.044,0.039,0.041,0.042,0.063,0.078,0.086
-167.5,-9,0.046,0.051,0.052,0.053,0.043,0.03,0.027,0.027,0.027,0.04,0.048,0.05
-162.5,-9,0.005,0.005,0.005,0.006,0.005,0.003,0.003,0.003,0.003,0.005,0.005,0.005
-157.5,-9,0.006,0.006,0.006,0.007,0.006,0.004,0.004,0.004,0.004,0.005,0.006,0.006
-152.5,-9,0.023,0.025,0.028,0.028,0.025,0.019,0.016,0.017,0.017,0.023,0.027,0.024
-147.5,-9,0.016,0.016,0.019,0.019,0.017,0.013,0.011,0.012,0.012,0.016,0.018,0.016
-142.5,-9,0.005,0.005,0.006,0.006,0.005,0.004,0.004,0.004,0.004,0.005,0.005,0.005
-137.5,-9,0.008,0.008,0.009,0.009,0.008,0.007,0.006,0.006,0.006,0.008,0.009,0.008
-132.5,-9,0.006,0.006,0.007,0.006,0.006,0.005,0.005,0.005,0.005,0.006,0.006,0.006
-127.5,-9,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.003
-122.5,-9,0.005,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.004,0.005,0.005
-117.5,-9,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
-112.5,-9,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.004
-107.5,-9,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003
-102.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-97.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-92.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,-9,0.395,0.409,0.435,0.388,0.352,0.255,0.22,0.234,0.265,0.309,0.333,0.37
-27.5,-9,0.367,0.379,0.398,0.343,0.324,0.246,0.217,0.224,0.249,0.281,0.299,0.338
-22.5,-9,0.125,0.128,0.127,0.106,0.101,0.081,0.073,0.074,0.083,0.091,0.098,0.112
-17.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,-9,43.847,13.727,35.382,8.332,3.694,2.599,2.144,2.117,2.446,3.246,5.062,10.134
87.5,-9,26.316,21.424,38.77,9.49,4.339,3.151,2.647,2.65,2.952,3.775,5.262,10.451
92.5,-9,24.726,24.23,68.798,9.013,4.25,3.262,2.672,2.548,2.746,3.547,4.582,10.133
97.5,-9,20.45,11.916,82.382,5.27,2.51,1.998,1.53,1.454,1.561,2.031,2.718,6.591
102.5,-9,7.014,3.641,23.284,3.011,1.333,1.108,0.834,0.783,0.843,1.111,1.64,5.211
107.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,-9,0,0,0,0,0,0,0,0,0,0,0,0
132.5,-9,0,0,0,0,0,0,0,0,0,0,0,0
137.5,-9,0.038,0.031,0.129,0.035,0.016,0.012,0.012,0.014,0.018,0.024,0.058,0.282
142.5,-9,0.523,0.253,0.487,0.158,0.063,0.053,0.055,0.066,0.066,0.091,0.144,0.451
147.5,-9,0.53,0.29,0.362,0.161,0.068,0.049,0.048,0.058,0.057,0.087,0.137,0.323
152.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,-9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,-7,0.041,0.042,0.044,0.044,0.041,0.028,0.024,0.026,0.026,0.04,0.043,0.044
-172.5,-7,0.037,0.039,0.044,0.046,0.041,0.03,0.025,0.027,0.026,0.041,0.042,0.041
-167.5,-7,0.023,0.024,0.027,0.03,0.027,0.019,0.017,0.017,0.017,0.025,0.026,0.025
-162.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,-7,0,0,0,0,0,0,0,0,0,0,0,0
-152.5,-7,0.025,0.027,0.032,0.033,0.03,0.023,0.02,0.021,0.021,0.027,0.03,0.025
-147.5,-7,0.021,0.022,0.026,0.026,0.024,0.019,0.016,0.017,0.017,0.022,0.023,0.02
-142.5,-7,0.005,0.005,0.006,0.006,0.005,0.004,0.004,0.004,0.004,0.005,0.005,0.005
-137.5,-7,0.004,0.004,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.004,0.004
-132.5,-7,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002
-127.5,-7,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.003
-122.5,-7,0.004,0.004,0.005,0.004,0.004,0.003,0.003,0.003,0.003,0.004,0.004,0.004
-117.5,-7,0.005,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.004,0.004
-112.5,-7,0.007,0.007,0.007,0.006,0.006,0.005,0.005,0.005,0.005,0.006,0.006,0.006
-107.5,-7,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003
-102.5,-7,0,0,0,0,0,0,0,0,0,0,0,0
-97.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-92.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,-7,0.359,0.36,0.386,0.362,0.34,0.259,0.22,0.223,0.244,0.279,0.298,0.325
-27.5,-7,0.406,0.407,0.419,0.373,0.358,0.292,0.258,0.262,0.285,0.31,0.322,0.359
-22.5,-7,0.286,0.29,0.283,0.243,0.23,0.197,0.179,0.188,0.204,0.22,0.223,0.249
-17.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,-7,8.443,4.526,8.045,10.718,2.779,1.815,1.539,1.528,1.83,2.469,5.317,15.328
87.5,-7,10.557,6.031,8.907,12.661,3.373,2.306,1.963,1.818,1.984,2.659,4.512,14.425
92.5,-7,11.339,6.652,11.249,13.192,3.45,2.513,2.027,1.761,1.892,2.494,4.006,16.082
97.5,-7,8.173,4.398,8.687,9.135,2.56,1.98,1.439,1.215,1.312,1.777,3.065,15.697
102.5,-7,2.317,1.619,3.261,4.655,1.113,0.87,0.593,0.504,0.553,0.783,1.596,3.891
107.5,-7,0.773,0.804,2.343,3.709,0.658,0.6,0.419,0.427,0.613,0.872,1.62,0.865
112.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,-7,0.042,0.035,0.084,0.118,0.036,0.025,0.025,0.03,0.051,0.087,0.246,0.163
142.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,-7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,-5,0,0,0,0,0,0,0,0,0,0,0,0
-172.5,-5,0.005,0.005,0.005,0.006,0.006,0.005,0.004,0.004,0.004,0.006,0.006,0.005
-167.5,-5,0,0,0,0,0,0,0,0,0,0,0,0
-162.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-152.5,-5,0.011,0.012,0.014,0.015,0.014,0.011,0.01,0.01,0.01,0.013,0.013,0.011
-147.5,-5,0.008,0.009,0.011,0.011,0.01,0.008,0.007,0.007,0.007,0.009,0.009,0.008
-142.5,-5,0.004,0.005,0.006,0.005,0.005,0.004,0.003,0.004,0.004,0.004,0.004,0.004
-137.5,-5,0.003,0.003,0.004,0.004,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003
-132.5,-5,0,0,0,0,0,0,0,0,0,0,0,0
-127.5,-5,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
-122.5,-5,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
-117.5,-5,0.005,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.004,0.004,0.004,0.004
-112.5,-5,0.006,0.007,0.007,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.006,0.006
-107.5,-5,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
-102.5,-5,0,0,0,0,0,0,0,0,0,0,0,0
-97.5,-5,0,0,0,0,0,0,0,0,0,0,0,0
-92.5,-5,0,0,0,0,0,0,0,0,0,0,0,0
-87.5,-5,0,0,0,0,0,0,0,0,0,0,0,0
-82.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,-5,0.387,0.386,0.426,0.43,0.394,0.328,0.265,0.257,0.267,0.294,0.309,0.336
-27.5,-5,0.449,0.448,0.478,0.455,0.419,0.365,0.321,0.316,0.326,0.346,0.346,0.387
-22.5,-5,0.291,0.298,0.302,0.27,0.249,0.232,0.214,0.216,0.225,0.235,0.227,0.253
-17.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,-5,1.573,1.204,1.561,3.27,1.164,0.719,0.605,0.596,0.696,0.964,3.572,1.527
87.5,-5,0.211,0.168,0.203,0.73,0.185,0.114,0.092,0.08,0.081,0.113,0.283,0.255
92.5,-5,2.509,1.96,2.665,23.817,2.062,1.446,1.06,0.817,0.858,1.21,3.405,3.833
97.5,-5,3.422,2.594,3.971,55.942,2.839,1.981,1.296,0.978,1.029,1.56,5.725,4.49
102.5,-5,1.225,1.062,1.712,25.831,1.091,0.797,0.504,0.376,0.402,0.661,2.867,1.317
107.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,-5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,-3,0,0,0,0,0,0,0,0,0,0,0,0
-172.5,-3,0,0,0,0,0,0,0,0,0,0,0,0
-167.5,-3,0,0,0,0,0,0,0,0,0,0,0,0
-162.5,-3,0.003,0.003,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.004,0.003
-157.5,-3,0.006,0.006,0.007,0.008,0.008,0.007,0.006,0.006,0.006,0.008,0.008,0.006
-152.5,-3,0.003,0.003,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003
-147.5,-3,0,0,0,0,0,0,0,0,0,0,0,0
-142.5,-3,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
-137.5,-3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
-132.5,-3,0.004,0.005,0.006,0.005,0.004,0.004,0.003,0.003,0.004,0.004,0.004,0.004
